ID;Country;Latitude;Longitude;Page;Battle;Year;Participants;War;Winner;Loser;Participant 1;Participant 2;Lehmann Zhukov Scale;Theatre;Polygon;Massacre;Alternative Sources Consulted;Infered Scale;Minor
Prestonpans1745;United Kingdom;55.959538;-2.984467;819;Prestonpans;1745;['Prestonpans', 'Edinburgh', 'England'];Jacobite Rebellion (the 15);Jacobites;Hanoverians;;;1;Land;;No;The Field and the Forge, Landers, p389;;
Preveza1538;Greece;38.9592649;20.7517155;819;Preveza;1538;['Ottoman', 'Venice', 'Turkish', 'Albanian', 'Preveza', 'Doria', 'Preveza'];Later Venetian-Turkish War;Ottoman Empire;Venice;;;;Sea;;No;;;
Primolano1796;Italy;45.9646956;11.7095642;819;Primolano;1796;['French', 'French', 'Austrian', 'the Brenta Valley'];French Revolutionary War (1st Coalition);France;Habsburg Empire;;;;Land;;No;;;
Prince of Wales and Repulse1941;Singapore;6.082377;103.6873973;819;Prince of Wales and Repulse;1941;['British', 'Singapore', 'Japanese'];World War II;Japan;United Kingdom;;;1;Sea;;No;Clodfelter, Warfare and Armed Conflict, p500;1;
Princeton1777;United States;40.330858;-74.676856;819;Princeton;1777;['British', 'Trenton', 'New Jersey', 'Princeton', 'American', 'Washington', 'British', 'Morristown'];War of the American Revolution;United States;United Kingdom;;;2;Land;;No;Encyclopedia of Warfare, Showalter, 2014, p454;;
Prinitza1263;Greece;37.6474063;21.8489545;819;Prinitza;1263;['Latin-Byzantine', 'Greece', 'Prinitza'];3rd Latin-Byzantine Imperial War;Latin Principality of Achaea;Byzantium;;;;Land;;No;;;
Prokhorovka1943;Russia;51.03701;36.7302535;819;Prokhorovka;1943;[];World War II;USSR;Germany;;;4;Land;;No;Clodfelter, Warfare and Armed Conflict, p457;1;
Prome1552;Myanmar;18.8406029;95.2579968;820;Prome;1552;['Burmese', 'Burma', 'Portuguese', 'Pegu', 'Prome'];Burmese Dynastic Wars;Burma, Portuguese Mercenaries;Mon;;;;Land;;No;;;
Prome1825;Myanmar;18.8406029;95.2579968;820;Prome;1825;['British', 'British', 'Prome', 'Burmese', 'Napadi', 'British'];1st British-Burmese War;United Kingdom;Burma;;;2;Land;;No;"Encyclopedia of Warfare, Showalter, 2014, p597; Clodfelter, Warfare and Armed Conflict, p234";;
Prome1852;Myanmar;18.8406029;95.2579968;820;Prome;1852;['British', 'British', 'Burma', 'Rangoon', 'Prome', 'British'];2nd British-Burmese War;United Kingdom;Burma;;;;Land  and Sea;;No;;;
Prome1942;Myanmar;18.8406029;95.2579968;820;Prome;1942;['British', 'Prome', 'Chinese', 'Prome'];World War II;Japan;United Kingdom, China;;;;Land;;No;;;
Prosopitis-456;Egypt;31.2346573;32.3109542;820;Prosopitis;-456;['Persian', 'Egypt', 'Libya', 'Athens', 'Persia', 'Papremis', 'Persian', 'Athenians'];Greco-Persian Wars;Persia;Athens;;;3;Land and sea;;No;Harbottle's Dictionary of Battles, George Bruce, 1979, p163-164;;
Prostki1656;Poland;53.5657308;22.8310273;Showalter, p362-363;;1656;;1st Northern War;Poland, Lipka Tatars;Sweden;;;2;Land;;No;Encyclopedia of Warfare, Showalter, 2014, p362;;
Provence-109;France;44.0144936;6.2116438;820;Provence;-109;['Rome', 'Noreia', 'Provence'];Rome's Gallic Wars;Cimbri, Teutones;Rome;;;;Land;;No;;;
Providien1782;Sri Lanka;8.2829407;81.4209529;820;Providien;1782;['India', 'British', 'Ceylon', 'French'];War of the American Revolution;United Kingdom;France;;;2;Sea;;No;"Clodfelter, Warfare and Armed Conflict, p135; For location https://militarymaps.rct.uk/american-war-of-independence-1775-83/battle-of-providien-1782-the-representation";1;
Pruth1770;Moldavia;45.5027977;28.1881693;820;Pruth;1770;['Russian', 'Turks'];Catherine the Great's 1st Turkish War;Russia;Ottoman Empire, Crimean Khanate;;;4;Land;;No;Harbottle's Dictionary of Battles, George Bruce, 1979, p206;;
Przasnysz1915;Poland;53.018984;20.880358;821;Przasnysz;1915;['Germans', 'Warsaw', 'Przasnysz', 'Russian', 'Germans', 'Przasnysz'];World War I;Germany;Russia;;;;Land;;No;;;
Przemysl (1st)1914;Poland;49.7838623;22.7677908;821;Przemysl (1st);1914;['Poland', 'Lemberg', 'German', 'Warsaw', 'Austrian'];World War I;Austria-Hungary;Russia;;;4;Land;PRZ1914a;No;Banks, Arthur, Military Atlas of the First World War, p101;1;
Przemysl (2nd)1914;Poland;49.7838623;22.7677908;821;Przemysl (2nd);1914;['Austria', 'Russian', 'Austrian'];World War I;Russia;Austria-Hungary;;;4;Land;;No;Clodfelter, Warfare and Armed Conflict, p410;1;
Psara1824;Greece;38.5619186;25.5799503;821;Psara;1824;['Muslim', 'Turkish', 'Aegean'];Greek War of Independence;Ottoman Empire;Greek Rebels;;;2;Land;;No;;;
Psie Pole1109;Poland;51.1458649;17.0355841;821;Psie Pole;1109;['Polish', 'Poland', 'Pomeranians', 'Wroclaw'];Polish-German Wars;Poland;Germany;;;;Land;;No;;;
Pskov1581-1582;Russia;57.8166994;28.3344735;821;Pskov;1581-1582;['Moscow', 'Livonia', 'Stephen', 'Poland', 'Polotsk', 'Narva', 'Russia', 'Livonia'];Livonian War;Russia;Poland;;;3;Land;;No;Clodfelter, Warfare and Armed Conflict, p22;;
Pskov1615;Russia;57.8166994;28.3344735;821;Pskov;1615;['Russo', 'Sweden', 'Russia', 'Pskov', 'Swedish', 'Sweden', 'Russia', 'Baltic'];Russo-Swedish War;Russia;Sweden;;;;Land;;No;;;
Pteria-547;Turkey;39.7434635;35.0862979;821;Pteria;-547;['Persian', 'Asia Minor', 'Pteria'];Persian-Lydian War;Persia;Lydia;;;;Land;;No;For location - https://www.hurriyetdailynews.com/lost-city-of-pteria-finally-unearthed-in-turkeys-yozgat-102105;;
Ptolemais-150;Greece;40.5129968;21.6784663;822;Ptolemais;-150;['Egypt', 'Syria', 'Ptolemais'];Seleucid Dynastic War;Alexander Balas;Demetrius I;;;;Land;;No;;;
Pucara1882;Cuba;-14.7989842;-70.1181114;822;Pucara;1882;['Peruvian', 'Huancayo', 'Pucara', 'Chilean', 'Chileans', 'Tongos'];War of the Pacific;Peru;Chile;;;;Land;;No;;;
Puck1462;Poland;54.7180477;18.4086339;822;Puck;1462;['Baltic', 'Teutonic', 'Poland', 'Marienburg', 'Puck', 'Tczew', 'Polish'];Thirteen Years War;Poland;Teutonic Knights;;;;Land;;No;;;
Puebla1832;Mexico;19.0414398;-98.2062727;822;Puebla;1832;['Mexican'];Mexican Civil Wars;Mexican Rebels;Mexican Government;;;;Land;;No;;;
Puebla1847;Mexico;19.0414398;-98.2062727;822;Puebla;1847;['American', 'Mexico City', 'Mexican', 'Santa Anna'];American-Mexican War;United States;Mexico;;;1;Land;;No;Encyclopedia of Warfare, Showalter, 2014, p650;;
Puebla1862;Mexico;19.0414398;-98.2062727;822;Puebla;1862;['Mexican', 'French', 'Mexico', 'Puebla', 'French', 'Orizaba', 'France'];Mexican-French War;Mexico;France;;;2;Land;;No;Encyclopedia of Warfare, Showalter, 2014, p663;;
Puebla1863;Mexico;19.0414398;-98.2062727;822;Puebla;1863;['Mexican', 'Mexico', 'French', 'Orizaba', 'San      Xavier', 'San Lorenzo', 'French', 'Mexico City'];Mexican-French War;France;Mexico;;;3;Land;;No;Besieged, Paul K Davis, p237;;
Puebla1867;Mexico;19.0414398;-98.2062727;822;Puebla;1867;['Mexican', 'French', 'Puebla', 'Conservatives', 'Mexico City'];Mexican-French War;Mexican Liberals;Mexican Conservatives;;;1;Land;;No;Clodfelter, Warfare and Armed Conflict, p305;;
Pueblo de Taos1847;United States;36.462732;-105.6289122;823;Pueblo de Taos;1847;['New Mexico', 'Mexicans', 'Chihuahua'];American-Mexican War;United States;New Mexican Rebels;;;1;Land;;No;Clodfelter, Warfare and Armed Conflict, p266;;1
Puente de la Reyna1872;Spain;42.6719683;-1.8179815;Harbottle's, p206;Puente de la Reyna;1872;;2nd Carlist War;Carlists;Republicans;;;3;Land;;No;Harbottle's Dictionary of Battles, George Bruce, 1979, p206;;
Puente de Marquez1865;Argentina;-34.6000062;-58.4041585;823;Puente de Marquez;1865;[];Argentine Civil Wars;Argentine Federalists;Argentine Unitarists;;;;Land;;No;;;
Puente Larga1812;Spain;40.5693138;-3.6029722;823;Puente Larga;1812;['Napoleonic', 'Wellington', 'Madrid', 'French', 'French', 'Madrid'];Napoleonic Wars (Peninsula Campaign);France;United Kingdom;;;;Land;;No;;;
Puerto Cabello, 1743;Venezuela;10.4657805;-68.0668695;Clodfelter, p77;Puerto Cabello;1743;;War of the Austrian Succession;Spain;United Kingdom;;;1;Land and Sea;;No;Clodfelter, ;;
Puerto Cabello1812;Venezuela;10.466667;-68.016667;823;Puerto Cabello;1812;[];Venezuelan War of Independence;Spain;Venezuelan Rebels;;;;Land;;No;;;
Puerto Cabello1962;Venezuela;10.466667;-68.016667;823;Puerto Cabello;1962;['Venezuelan', 'Venezuela', 'Puerto   Cabello', 'Puerto del Gallinero'];Venezuelan Portenazo Uprising;Venezuela;Venezuelan Leftists;;;;Land;;No;;;
Puesto del Marquez1815;Argentina;-22.5379665;-65.702172;823;Puesto del Marquez;1815;['Argentina', 'Jujuy', 'Venta'];Argentine War of Independence;Argentine Rebels;Spain;;;;Land;;No;;;
Pukekohe East1863;New Zealand;-37.20213;174.9035127;823;Pukekohe East;1863;['Camerontown', 'Drury'];2nd New Zealand War;United Kingdom;Ngati Maniapoto;;;1;Land;;No;Encyclopedia of Warfare, Showalter, 2014, p645;;
Puketakauere1860;New Zealand;-39.0202934;174.232199;824;Puketakauere;1860;['Waitara', 'Kingi', 'Puketakauere', 'British'];2nd New Zealand War;Ngatiawa;United Kingdom;;;1;Land;;No;;1;
Puketutu1845;New Zealand;-36.9642461;174.7446146;824;Puketutu;1845;['New Zealands', 'Puketutu', 'Europeans'];1st New Zealand War;Maori;United Kingdom;;;1;Land;;No;;1;
Pul-i-Sanghin1511;Tajikistan;38.3850772;69.2719145;824;Pul-i-Sanghin;1511;['Persian', 'Kabul', 'India', 'Persians', 'Uzbekistan', 'Samarkand'];Mughal-Uzbek Wars;Mughal Empire;Uzbekistan;;;;Land;;No;;;
Pula1379;Croatia;44.8810708;13.7315363;824;Pula;1379;['Genoese', 'Venice', 'Venetian', 'Pula', 'Doria', 'Pula', 'Venice'];War of Chioggia;Genoa;Venice;;;;Sea;;No;;;
Pulau Aur1804;Malaysia;2.3861854;104.4796173;824;Pulau Aur;1804;['Napoleonic', 'French', 'British', 'China'];Napoleonic Wars (3rd Coalition);United Kingdom;France;;;;Sea;;No;;;
Pulkkila1808;Finland;64.266667;25.8644783;824;Pulkkila;1808;['Russian', 'Finland', 'Swedish', 'Swedish', 'Russian'];Napoleonic Wars (Russo-Swedish War);Sweden;Russia;;;1;Land;;No;Encyclopedia of Warfare, Showalter, 2014, p566;;
Pullalur610;India;12.9716246;79.7082834;824;Pullalur;610;['Indian', 'Chalukya', 'Kanchi'];Indian Dynastic Wars;Challukya;Pallava;;;;Land;;No;;;
Pultusk1703;Poland;52.6974595;21.0852069;825;Pultusk;1703;['Sweden', 'Polish', 'Poland', 'Kliszow', 'Poland'];2nd Great Northern War;Sweden;Saxony;;;2;Land;;No;The Field and the Forge: Population, Production and Power in the Pre Industrial West, John Landers, Oxford 2003, p387;;
Pultusk1806;Poland;52.6974595;21.0852069;825;Pultusk;1806;['Napoleonic', 'Prussians', 'Jena', 'Poland', 'Warsaw', 'French'];Napoleonic Wars                   (4th Coalition);Russia;France;;;3;Land;;No;The Field and the Forge, Landers, p391;;
Pungu-a-Ndongo1671;Angola;-9.6502009;15.59531;825;Pungu-a-Ndongo;1671;['Portuguese', 'West Africa', 'the Kingdom of          Kongo', 'Ambuila', 'Portuguese', 'Portuguese', 'Pungo', 'Kingdom'];Portuguese Colonial Wars in West Africa;Portugal;Kingdom of Ndongo;;;;Land;;No;;;
Punitz1704;Poland;51.7426076;16.7923839;825;Punitz;1704;['Sweden', 'Poland', 'Russian', 'Polish', 'Warsaw', 'Poniec', 'Polish'];2nd Great Northern War;Sweden;Russia, Saxony, Poland;;;2;Land;;No;The Field and the Forge: Population, Production and Power in the Pre Industrial West, Landers, p387;;
Punta Brava1896;Cuba;23.016667;-82.5;825;Punta Brava;1896;['Havana', 'Spanish', 'American'];2nd Cuban War of Independence;Spain;Cuban Rebels;;;;Land;;No;;;
Purandar1665;India;18.2825268;73.973492;825;Purandar;1665;['Surat', 'Purandar', 'Poona'];Mughal-Maratha Wars;Mughal Empire;Marathas;;;;Land;;No;;;
Puray1897;Philippines;14.8259054;121.2740813;825;Puray;1897;['Manila', 'Puray', 'Montalban', 'Spanish', 'Hong      Kong', 'Manila'];Philippines War of Independence;Philippine Rebels;Spain;;;;Land;;No;;;
Puruaran1814;Mexico;19.0923057;-101.5214509;825;Puruaran;1814;['Mexican', 'Palmar', 'Puruaran'];Mexican War of Independence;Spain;Mexican Rebels;;;1;Land;;No;Clodfelter, Warfare and Armed Conflict, p299;;
Pusan (1st)1592;South Korea;35.1795543;129.0756416;826;Pusan (1st);1592;['Japanese', 'Korea', 'Toyotomi', 'Korea', 'Japanese', 'Korean', 'Japanese'];Japanese Invasion of Korea;Japan;Korea;;;2;Land;;Battle followed by massacre;Clodfelter, Warfare and Armed Conflict, p30;;
Pusan (2nd)1592;South Korea;35.1795543;129.0756416;826;Pusan (2nd);1592;['Japanese', 'Korea', 'Korean', 'Japanese', 'Japanese'];Japanese Invasion of Korea;Korea;Japan;;;3;Sea;;No;Clodfelter, Warfare and Armed Conflict, p30. 470 Japanese ships vs 166 Korean;1;
Pusan Perimeter (1st)1950;South Korea;35.1795543;129.0756416;826;Pusan Perimeter (1st);1950;['North Korean', 'Americans', 'South Koreans', 'American', 'Seoul'];Korean War;United States, South Korea;North Korea;;;3;Land;;No;Encyclopedia of Warfare, Showalter, 2014, p872;;
Putaendo1817;Chile;-32.628461;-70.7177434;826;Putaendo;1817;['Chile', 'Spanish', 'Putaendo', 'Necochea'];Chilean War of Independence;Chilean Rebels;Spain;;;;Land;;No;;;
Pydna-149;Greece;40.3945471;22.6162382;826;Pydna;-149;['Macedon', 'Philip', 'Roman', 'Pydna', 'Macedonia'];4th Macedonian War;Rome;Macedonian Rebels;;;;Land;;No;;;
Pydna-168;Greece;40.3945471;22.6162382;826;Pydna;-168;['Callicinus', 'Greece', 'Pydna', 'Macedonian', 'Macedonian'];3rd Macedonian War;Rome;Macedonia;;;3;Land;;No;"Hutchinson's Dictionary of Ancient and Medieval Warfare, ""Pydna, Battle of"" - Macedonian force was 'totally destroyed' losing 20,000 dead and 11,000 prisoners, implying initial strength of 31,000";1;
Pylos-Sphacteria-425;Greece;36.9232993;21.6690536;827;Pylos-Sphacteria;-425;['Athenian', 'Spartans', 'Sphacteria', 'Athens'];Great Peloponesian War;Athens;Sparta;;;2;Land and Sea;;No;Warfare in the Classical World, John Warry, 1980, p53;;
Pyokjekwan1593;North Korea;37.566667;126.966667;827;Pyokjekwan;1593;['Japanese', 'Korea', 'Korea', 'Japanese', 'Pyongyang', 'Seoul', 'Korean', 'Pyokjekwan', 'Chinese-Korean', 'Japanese'];Japanese Invasion of Korea;Japan;Korea;;;3;Land;;No;Clodfelter, Warfare and Armed Conflict, p30;;
Pyongyang (1st)1592;North Korea;39.0392193;125.7625241;827;Pyongyang (1st);1592;['Pyongyang', 'Japanese', 'Korea', 'Japanese', 'Seoul', 'Chongju', 'Imjin'];Japanese Invasion of Korea;Japan;Korea;;;;Land;;No;;;
Pyongyang (2nd)1592;North Korea;39.0392193;125.7625241;827;Pyongyang (2nd);1592;['Japanese', 'Korea', 'Pyongyang', 'Korean', 'Chinese', 'Japanese', 'Hansan'];Japanese Invasion of Korea;Japan;China;;;2;Land;;No;Clodfelter, Warfare and Armed Conflict, p30;;
Pyongyang1593;North Korea;39.0392193;125.7625241;827;Pyongyang;1593;['Pyongyang', 'Japanese', 'Korea', 'Chinese', 'Ming', 'Japanese', 'Pyongyang', 'Japanese', 'Seoul', 'Chinese'];Japanese Invasion of Korea;China;Japan;;;3;Land;;No;Clodfelter, Warfare and Armed Conflict, p30;;
Pyongyang1627;North Korea;39.0392193;125.7625241;827;Pyongyang;1627;['Pyongyang', 'Manchu Conquest', 'Korea', 'Manchu', 'Korea', 'Korea', 'Korea'];Manchu Conquest of Korea;Manchus;Korea;;;;Land;;No;;;
Pyongyang1894;North Korea;39.0392193;125.7625241;827;Pyongyang;1894;['Pyongyang', 'Sino-Japanese', 'China', 'Korea', 'Songhwan', 'Japanese', 'Pyongyang', 'Chinese'];Sino-Japanese War;Japan;China;;;2;Land;;No;Harbottle's Dictionary of Battles, George Bruce, 1979, p207;;
Pyongyang1950;North Korea;39.0392193;125.7625241;828;Pyongyang;1950;['Pyongyang', 'Seoul', 'North Korea', 'Pyongyang', 'Americans', 'South Koreans', 'Chinese', 'Pyongyang'];Korean War;United States, South Korea;North Korea;;;;Land;;No;;;
Pyongyang668;North Korea;39.0392193;125.7625241;827;Pyongyang;668;['Pyongyang', 'Sino-Korean', 'Kingdom', 'Korea', 'Sabi', 'Chinese', 'Pyongyang', 'Kingdom', 'Koguryo', 'China'];Sino-Korean Wars;Tang China;Koguryo;;;2;Land;;No;Encyclopedia of Battles, Eggenberger, p349;;
Pyramids1798;Egypt;29.9792345;31.1342019;828;Pyramids;1798;['French', 'Egypt', 'Mamluk', 'Cairo'];French Revolutionary Wars (Middle East)f;France;Egypt;;;3;Land;;No;The Field and the Forge, Landers, p390;;
Qadirganj1751;India;27.788644;79.0589843;829;Qadirganj;1751;['Delhi', 'Pathans', 'India', 'Farrukhabad', 'Kasganj', 'Qadirganj', 'Budaun', 'Allahabad', 'Pathans'];Pathan War;Mughal Empire, Marathas;Afghanistan;;;3;Land;;No;;1;
Qadisiyya636;Iraq;31.6970461;44.4771596;829;Qadisiyya;636;['Muslim', 'Iraq', 'Syria', 'Damascus', 'Sassanian', 'Buwayb', 'Qadisiyya', 'Hira', 'Persian', 'Persians', 'Jalula'];Muslim Conquest of Iraq;Muslim Caliphate;Persia;;;4;Land;;No;"Encyclopedia of Warfare, Showalter, 2014, p181; Harbottle's Dictionary of Battles, George Bruce, 1979, p53";;
Qala-i-Jangi2001;Afghanistan;36.6674951;66.9846531;829;Qala-i-Jangi;2001;[];Afghanistan War;United States, United Kingdom, Northern Alliance;Taliban, al Qaeda;;;1;Land;;No;Encyclopedia of Warfare, Showalter, 2014, p920;;
Qara Chaman1762;Iran;37.622222;47.16;829;Qara Chaman;1762;['Persian', 'Persian'];Persian War of Succession;Regent Karim Khan Zand;Fath Ali Afshar;;;;Land;;No;;;
Qarqar-720;Syria;35.742646;36.330543;829;Qarqar;-720;['Assyrian'];Assyrian Wars;Assyria;Hamath, Israel, Aram-Damascus, Amon, Arabia, Arwad, Que, Irqanata, Shianu;;;;Land;;No;;;
Qarqar-854;Syria;35.742646;36.330543;829;Qarqar;-854;['Assyria', 'Syria', 'Israel', 'Irkhuleni', 'Qarqar', 'Orontes'];Early Assyrian Wars;Assyria;Damascus, Israel, Hamath;;;3;Land;;No;"Hutchinson's Dictionary of Ancient and Medieval Warfare, ""Qarqar, Battle of """;;
Qianshuiyuan618; China;35.155035;107.6713798;830;Qianshuiyuan;618;['Qianshuiyuan', 'Qianshuiyuan', 'China'];Rise of the Tang Dynasty;Tang Dynasty;Xue Family;;;;Land;;No;Zhenping, Wang, Ideas concerning Diplomacy and Foreign Policy under the Tang Emperors Gaozu and Taizong, Asia Major, 22(1), p244;;
Qingdao1914;China;36.067108;120.382609;830;Qingdao;1914;['Attacking Germany', 'China', 'British', 'Japanese', 'Germans', 'Japanese', 'Qingdao'];World War I;United Kingdom, Japan;Germany;;;3;Land;;No;Encyclopedia of Warfare, Showalter, 2014, p7901-791;;
Qingpu1860;China;31.150681;121.124178;830;Qingpu;1860;['Shanghai', 'American', 'Songjiang', 'Qingpu', 'Wenjia', 'Shanghai'];Taiping Rebellion;Taiping;China;;;2;Land;;No;Clodfelter, Warfare and Armed Conflict, p229;;
Qiqihar1900;China;47.354348;123.918186;830;Qiqihar;1900;['Russian', 'Manchuria'];Russo-Chinese War;Russia;China;;;;Land;;No;;;
Qom1911;Iran;34.6885022;50.7119797;Clodfelter, p348;Qom;1911;;Persian Revolution;Iranian Nationalists;Iranian Monarchists;;;1;Land;;No;Clodfelter, Warfare and Armed Conflict, p348;;
Qomsheh1753;Iran;32.0081068;51.8628399;830;Qomsheh;1753;['Persian', 'Succession', 'Persia', 'Khan Afghan', 'Azerbaijan', 'Qomsheh', 'Karims'];Persian Wars of Succession;Azerbaijan;Persia;;;;Land;;No;;;
Quang Tri (1st)1972;Vietnam;16.7350111;106.6722371;830;Quang Tri (1st);1972;['North Vietnamese', 'South Vietnamese'];Vietnam War;North Vietnam;South Vietnam;;;2;Land;;No;Clodfelter, Warfare and Armed Conflict, p696;;
Quang Tri (2nd)1972;Vietnam;16.7350111;106.6722371;830;Quang Tri (2nd);1972;['North Vietnamese'];Vietnam War;South Vietnam, United States;North Vietnam;;;3;Land;;No;"Encyclopedia of Warfare, Showalter, 2014, p887; One ARVN corps vs six NVA divisions (approx 45,000 v 90,000 men)";;
Quanzhou1852;China;24.874132;118.675675;831;Quanzhou;1852;['Quanzhou', 'Quanzhou'];Taiping Rebellion;Taiping;China;;;;Land;;Battle followed by massacre;;;
Quatre Bras1815;Belgium;50.57116;4.4509413;831;Quatre Bras;1815;['Brussels', 'Bluchers', 'Prussians'];Napoleonic Wars;United Kingdom;France;;;3;Land;;No;The Field and the Forge, Landers, p392;;
Quebec1629;Canada;46.856283;-71.4817759;831;Quebec;1629;['Anglo', 'Scottish', 'France', 'Quebec', 'Quebec', 'England', 'France'];Anglo-French Wars in North America;England;France;;;1;Land and Sea;;No;Clodfelter, Warfare and Armed Conflict, p41;;
Quebec1690;Canada;46.856283;-71.4817759;831;Quebec;1690;[];King William's War;France;England;;;1;Land and Sea;;No;Clodfelter, Warfare and Armed Conflict, p66;;
Quebec1711;Canada;49.0483095;-66.6452947;831;Quebec;1711;['Montreal'];Queen Anne's War;France;Colony of Massachussetts;;;2;Land;;No;Encyclopedia of Warfare, Showalter, 2014, p366;;
Quebec1759;Canada;46.856283;-71.4817759;831;Quebec;1759;['British', 'French', 'Quebec'];Seven Years War;United Kingdom;France;;;2;Land;;No;"Encyclopedia of Warfare, Showalter, 2014, p371; Harbottle's Dictionary of Battles, p208";;
Quebec1760;Canada;46.856283;-71.4817759;831;Quebec;1760;['French', 'Quebec', 'Montreal', 'British', 'Quebec', 'British', 'Levis'];Seven Years War;United Kingdom;France;;;2;Land;;No;"Encyclopedia of Warfare, Showalter, 2014, p371; Harbottle's Dictionary of Battles, p208";;
